question_text,subject,cognitive_level_bloom,readability_score,word_count,sentence_count,time_taken_minutes,total_students_attempted,correct_attempts,incorrect_attempts,correct_percentage,learning_gap_score,discrimination_index,difficulty_label,assessment_quality_score
Determine stress on beam under scenario number 4808.,Engineering Aptitude,analyze,66.44,49,1,17,144,98,46,0.681,0.323,0.539,medium,0.609
Determine stress on beam under scenario number 4809.,Engineering Aptitude,evaluate,86.71,22,1,11,116,42,74,0.365,0.684,0.525,hard,0.435
Evaluate logical reasoning pattern in scenario number 4810.,Engineering Aptitude,remember,48.31,46,2,4,198,159,39,0.808,0.219,0.929,easy,0.863
Describe inheritance in scenario number 4811.,Computer Science,apply,62.06,40,3,16,168,106,62,0.635,0.4,0.95,medium,0.786
Compute circuit resistance for scenario number 4812.,Physics,apply,60.34,16,2,19,204,134,70,0.662,0.362,0.953,medium,0.803
Calculate electric field for scenario number 4813.,Physics,apply,61.66,41,1,18,265,125,140,0.473,0.573,0.808,medium,0.631
Solve the quadratic equation scenario number 4814.,Mathematics,remember,50.01,46,1,9,132,114,18,0.869,0.148,0.678,easy,0.77
Describe inheritance in scenario number 4815.,Computer Science,apply,68.74,35,3,3,193,127,66,0.66,0.375,0.626,medium,0.636
Determine projectile motion range for scenario number 4816.,Physics,create,89.7,41,2,12,280,48,232,0.174,0.841,0.99,hard,0.579
Calculate efficiency of machine with scenario number 4817.,Engineering Aptitude,create,82.31,19,3,9,295,89,206,0.302,0.723,0.67,hard,0.481
Evaluate logical reasoning pattern in scenario number 4818.,Engineering Aptitude,analyze,62.43,48,1,15,186,85,101,0.461,0.557,0.943,medium,0.698
Determine projectile motion range for scenario number 4819.,Physics,evaluate,85.71,22,1,23,119,39,80,0.332,0.671,0.873,hard,0.602
Compute definite integral of scenario number 4820.,Mathematics,apply,65.2,24,2,21,147,67,80,0.462,0.58,0.871,medium,0.658
Solve the quadratic equation scenario number 4821.,Mathematics,create,89.62,27,3,19,109,38,71,0.352,0.668,0.728,hard,0.536
Compute circuit resistance for scenario number 4822.,Physics,remember,46.18,39,1,16,144,111,33,0.773,0.239,0.786,easy,0.777
Find derivative of function scenario number 4823.,Mathematics,understand,49.21,27,2,4,223,173,50,0.777,0.267,0.763,easy,0.761
Find derivative of function scenario number 4824.,Mathematics,create,71.69,19,3,10,177,139,38,0.789,0.214,0.696,easy,0.742
Compute definite integral of scenario number 4825.,Mathematics,apply,59.72,47,2,20,217,87,130,0.402,0.622,0.826,medium,0.609
Analyze time complexity of scenario number 4826.,Computer Science,analyze,55.21,19,3,10,181,124,57,0.689,0.355,0.705,medium,0.688
Analyze time complexity of scenario number 4827.,Computer Science,analyze,60.25,18,1,20,176,120,56,0.682,0.366,0.906,medium,0.784
Calculate efficiency of machine with scenario number 4828.,Engineering Aptitude,evaluate,77.02,26,2,13,221,50,171,0.227,0.807,0.873,hard,0.543
Analyze flowchart representing scenario number 4829.,Engineering Aptitude,create,85.66,29,2,20,114,19,95,0.167,0.85,0.964,hard,0.562
Apply Newton law to system scenario number 4830.,Physics,understand,49.35,16,2,18,209,185,24,0.886,0.143,0.582,easy,0.728
Determine stress on beam under scenario number 4831.,Engineering Aptitude,remember,54.96,19,1,5,203,159,44,0.786,0.242,0.661,easy,0.718
Implement binary search for scenario number 4832.,Computer Science,understand,50.56,18,3,12,268,220,48,0.823,0.224,0.566,easy,0.685
Solve the quadratic equation scenario number 4833.,Mathematics,remember,51.99,25,2,8,286,234,52,0.821,0.22,0.757,easy,0.781
Compute circuit resistance for scenario number 4834.,Physics,remember,43.75,45,1,3,104,84,20,0.809,0.22,0.854,easy,0.826
Find derivative of function scenario number 4835.,Mathematics,understand,49.06,48,2,18,104,80,24,0.778,0.243,0.558,easy,0.664
Calculate electric field for scenario number 4836.,Physics,evaluate,70.2,35,1,4,112,20,92,0.181,0.854,0.964,hard,0.565
Explain database normalization of scenario number 4837.,Computer Science,analyze,67.37,26,3,18,256,116,140,0.454,0.57,0.816,medium,0.63
Calculate efficiency of machine with scenario number 4838.,Engineering Aptitude,evaluate,80.39,27,1,14,100,28,72,0.282,0.767,0.547,hard,0.405
Describe inheritance in scenario number 4839.,Computer Science,remember,44.14,39,3,6,295,259,36,0.879,0.15,0.551,easy,0.709
Calculate efficiency of machine with scenario number 4840.,Engineering Aptitude,remember,44.66,29,2,16,278,242,36,0.871,0.157,0.53,easy,0.695
Apply Newton law to system scenario number 4841.,Physics,understand,44.51,34,2,10,283,204,79,0.724,0.31,0.749,easy,0.73
Compute circuit resistance for scenario number 4842.,Physics,remember,51.3,15,1,18,179,158,21,0.887,0.125,0.777,easy,0.829
Analyze time complexity of scenario number 4843.,Computer Science,evaluate,72.75,42,3,6,258,89,169,0.347,0.669,0.554,hard,0.447
Implement binary search for scenario number 4844.,Computer Science,analyze,67.51,29,2,10,230,103,127,0.449,0.589,0.966,medium,0.7
Calculate electric field for scenario number 4845.,Physics,evaluate,84.83,18,1,15,255,36,219,0.143,0.899,0.98,hard,0.553
Compute definite integral of scenario number 4846.,Mathematics,apply,57.04,24,3,14,299,175,124,0.586,0.415,0.54,medium,0.563
Describe inheritance in scenario number 4847.,Computer Science,understand,49.74,24,2,4,116,97,19,0.837,0.165,0.571,easy,0.704
Determine projectile motion range for scenario number 4848.,Physics,apply,55.72,24,3,13,150,103,47,0.687,0.338,0.759,medium,0.718
Determine projectile motion range for scenario number 4849.,Physics,apply,69.76,47,1,14,269,134,135,0.501,0.546,0.743,medium,0.613
Calculate efficiency of machine with scenario number 4850.,Engineering Aptitude,create,70.46,37,1,21,279,99,180,0.355,0.686,0.795,hard,0.567
Describe inheritance in scenario number 4851.,Computer Science,remember,48.57,41,3,22,251,195,56,0.779,0.254,0.973,easy,0.87
Analyze flowchart representing scenario number 4852.,Engineering Aptitude,understand,47.52,44,2,12,240,170,70,0.712,0.316,0.813,easy,0.757
Apply Newton law to system scenario number 4853.,Physics,remember,53.74,27,1,15,219,167,52,0.767,0.244,0.643,easy,0.703
Calculate efficiency of machine with scenario number 4854.,Engineering Aptitude,create,72.97,22,1,23,219,74,145,0.342,0.681,0.502,hard,0.417
Calculate electric field for scenario number 4855.,Physics,evaluate,88.89,47,1,21,108,12,96,0.112,0.906,0.865,hard,0.485
Implement binary search for scenario number 4856.,Computer Science,evaluate,74.74,44,3,8,151,49,102,0.328,0.707,0.923,hard,0.618
Explain database normalization of scenario number 4857.,Computer Science,analyze,58.34,15,1,21,264,130,134,0.495,0.536,0.885,medium,0.684
Find derivative of function scenario number 4858.,Mathematics,evaluate,74.34,24,3,20,280,34,246,0.124,0.918,0.898,hard,0.502
Implement binary search for scenario number 4859.,Computer Science,evaluate,79.13,33,3,14,162,23,139,0.144,0.886,0.846,hard,0.489
Compute definite integral of scenario number 4860.,Mathematics,remember,48.52,36,2,21,200,158,42,0.791,0.237,0.966,easy,0.873
Calculate electric field for scenario number 4861.,Physics,apply,62.97,32,2,17,250,135,115,0.543,0.468,0.55,medium,0.544
Compute circuit resistance for scenario number 4862.,Physics,create,81.58,22,3,3,155,57,98,0.372,0.635,0.618,hard,0.494
Evaluate logical reasoning pattern in scenario number 4863.,Engineering Aptitude,analyze,68.78,38,2,24,268,175,93,0.656,0.352,0.616,medium,0.635
Compute circuit resistance for scenario number 4864.,Physics,analyze,62.69,48,3,7,243,113,130,0.469,0.546,0.581,medium,0.522
Implement binary search for scenario number 4865.,Computer Science,remember,53.92,42,1,5,264,211,53,0.803,0.203,0.719,easy,0.76
Solve the quadratic equation scenario number 4866.,Mathematics,remember,49.46,37,1,16,107,76,31,0.718,0.303,0.97,easy,0.84
Solve the quadratic equation scenario number 4867.,Mathematics,apply,56.69,17,1,16,177,104,73,0.589,0.433,0.914,medium,0.747
Compute definite integral of scenario number 4868.,Mathematics,analyze,58.19,27,3,22,152,61,91,0.406,0.613,0.882,medium,0.64
Determine stress on beam under scenario number 4869.,Engineering Aptitude,remember,47.73,40,1,10,180,155,25,0.864,0.145,0.902,easy,0.881
Compute definite integral of scenario number 4870.,Mathematics,understand,52.62,32,2,6,229,205,24,0.898,0.134,0.801,easy,0.843
Compute circuit resistance for scenario number 4871.,Physics,create,86.82,27,3,6,181,68,113,0.378,0.658,0.755,hard,0.559
Analyze time complexity of scenario number 4872.,Computer Science,apply,69.17,40,2,20,112,62,50,0.561,0.477,0.65,medium,0.598
Calculate efficiency of machine with scenario number 4873.,Engineering Aptitude,apply,55.12,38,1,7,294,167,127,0.57,0.437,0.717,medium,0.642
Solve the quadratic equation scenario number 4874.,Mathematics,apply,68.56,34,2,5,277,137,140,0.498,0.534,0.748,medium,0.617
Determine projectile motion range for scenario number 4875.,Physics,analyze,66.53,47,2,12,238,114,124,0.482,0.526,0.941,medium,0.71
Apply Newton law to system scenario number 4876.,Physics,create,77.0,27,3,24,188,47,141,0.251,0.769,0.86,hard,0.552
Evaluate matrix determinant for scenario number 4877.,Mathematics,understand,54.31,34,2,7,206,169,37,0.821,0.207,0.594,easy,0.702
Solve the quadratic equation scenario number 4878.,Mathematics,remember,40.61,43,2,20,116,95,21,0.819,0.212,0.767,easy,0.787
Compute circuit resistance for scenario number 4879.,Physics,evaluate,82.6,29,2,5,168,30,138,0.179,0.822,0.725,hard,0.452
Explain database normalization of scenario number 4880.,Computer Science,remember,45.66,28,3,11,119,91,28,0.769,0.251,0.781,easy,0.771
Calculate efficiency of machine with scenario number 4881.,Engineering Aptitude,create,75.88,48,3,22,213,58,155,0.275,0.734,0.689,hard,0.48
Calculate electric field for scenario number 4882.,Physics,remember,44.04,21,1,5,252,177,75,0.706,0.3,0.547,easy,0.625
Analyze flowchart representing scenario number 4883.,Engineering Aptitude,remember,41.47,33,1,20,219,190,29,0.871,0.178,0.521,easy,0.686
Evaluate matrix determinant for scenario number 4884.,Mathematics,analyze,67.77,31,2,8,100,52,48,0.526,0.499,0.538,medium,0.527
Analyze flowchart representing scenario number 4885.,Engineering Aptitude,understand,52.47,34,2,12,171,130,41,0.766,0.282,0.99,easy,0.868
Solve the quadratic equation scenario number 4886.,Mathematics,create,89.46,35,1,4,221,69,152,0.313,0.712,0.808,hard,0.555
Compute definite integral of scenario number 4887.,Mathematics,create,70.17,45,3,7,289,97,192,0.337,0.692,0.745,hard,0.535
Describe inheritance in scenario number 4888.,Computer Science,understand,50.1,46,3,5,103,76,27,0.742,0.306,0.957,easy,0.84
Analyze time complexity of scenario number 4889.,Computer Science,create,75.6,48,2,24,147,25,122,0.176,0.837,0.91,hard,0.54
Implement binary search for scenario number 4890.,Computer Science,understand,46.95,43,1,16,222,160,62,0.725,0.276,0.541,easy,0.633
Calculate efficiency of machine with scenario number 4891.,Engineering Aptitude,create,75.12,35,1,23,288,93,195,0.325,0.688,0.674,hard,0.497
Evaluate matrix determinant for scenario number 4892.,Mathematics,evaluate,84.46,46,1,4,124,41,83,0.334,0.692,0.56,hard,0.442
Determine stress on beam under scenario number 4893.,Engineering Aptitude,create,88.68,35,1,18,120,32,88,0.274,0.749,0.506,hard,0.385
Compute definite integral of scenario number 4894.,Mathematics,apply,65.76,24,1,22,200,132,68,0.661,0.369,0.924,medium,0.787
Compute definite integral of scenario number 4895.,Mathematics,analyze,62.04,24,1,21,167,95,72,0.57,0.477,0.8,medium,0.676
Determine stress on beam under scenario number 4896.,Engineering Aptitude,apply,57.21,38,2,16,231,79,152,0.345,0.658,0.678,hard,0.511
Implement binary search for scenario number 4897.,Computer Science,apply,58.0,49,1,18,239,132,107,0.553,0.488,0.523,medium,0.53
Describe inheritance in scenario number 4898.,Computer Science,understand,44.29,42,1,21,217,165,52,0.762,0.285,0.653,easy,0.698
Evaluate logical reasoning pattern in scenario number 4899.,Engineering Aptitude,analyze,58.38,43,2,23,263,179,84,0.684,0.326,0.957,medium,0.819
Explain database normalization of scenario number 4900.,Computer Science,understand,51.33,26,2,7,254,225,29,0.886,0.119,0.502,easy,0.693
Analyze flowchart representing scenario number 4901.,Engineering Aptitude,apply,60.84,47,2,6,152,85,67,0.562,0.45,0.649,medium,0.603
Calculate efficiency of machine with scenario number 4902.,Engineering Aptitude,evaluate,72.02,24,1,24,141,47,94,0.336,0.69,0.959,hard,0.642
Implement binary search for scenario number 4903.,Computer Science,apply,57.84,19,1,15,235,113,122,0.485,0.536,0.731,medium,0.604
Describe inheritance in scenario number 4904.,Computer Science,analyze,57.17,19,2,18,225,91,134,0.407,0.612,0.572,medium,0.486
Apply Newton law to system scenario number 4905.,Physics,apply,68.24,30,1,24,226,103,123,0.458,0.558,0.908,medium,0.68
Determine projectile motion range for scenario number 4906.,Physics,evaluate,71.16,41,2,18,266,53,213,0.202,0.824,0.864,hard,0.528
Calculate electric field for scenario number 4907.,Physics,understand,40.01,36,1,21,276,230,46,0.834,0.173,0.754,easy,0.793
Calculate efficiency of machine with scenario number 4908.,Engineering Aptitude,analyze,56.4,36,3,11,213,149,64,0.7,0.313,0.531,medium,0.613
Solve the quadratic equation scenario number 4909.,Mathematics,evaluate,78.86,22,1,13,141,37,104,0.264,0.767,0.728,hard,0.49
Solve the quadratic equation scenario number 4910.,Mathematics,apply,59.5,46,2,7,199,103,96,0.521,0.514,0.702,medium,0.604
Calculate electric field for scenario number 4911.,Physics,create,70.73,45,1,19,282,102,180,0.364,0.648,0.983,hard,0.671
Describe inheritance in scenario number 4912.,Computer Science,remember,52.8,26,1,17,119,101,18,0.854,0.157,0.69,easy,0.77
Explain database normalization of scenario number 4913.,Computer Science,evaluate,87.48,40,3,15,139,35,104,0.259,0.75,0.723,hard,0.489
Analyze flowchart representing scenario number 4914.,Engineering Aptitude,understand,53.87,25,1,6,212,154,58,0.73,0.309,0.68,easy,0.697
Describe inheritance in scenario number 4915.,Computer Science,create,89.73,29,1,24,115,44,71,0.387,0.615,0.612,hard,0.499
Find derivative of function scenario number 4916.,Mathematics,create,70.74,41,3,9,215,73,142,0.341,0.683,0.805,hard,0.568
Determine stress on beam under scenario number 4917.,Engineering Aptitude,create,71.84,46,2,20,131,34,97,0.264,0.766,0.809,hard,0.531
Apply Newton law to system scenario number 4918.,Physics,evaluate,80.0,44,2,7,106,30,76,0.285,0.728,0.936,hard,0.608
Evaluate matrix determinant for scenario number 4919.,Mathematics,understand,40.37,41,3,16,105,92,13,0.885,0.119,0.645,easy,0.764
Compute definite integral of scenario number 4920.,Mathematics,understand,50.9,19,2,10,230,188,42,0.819,0.193,0.705,easy,0.76
Evaluate logical reasoning pattern in scenario number 4921.,Engineering Aptitude,understand,52.46,36,1,12,279,222,57,0.797,0.232,0.873,easy,0.829
Find derivative of function scenario number 4922.,Mathematics,remember,44.78,17,2,19,266,192,74,0.724,0.312,0.646,easy,0.678
Solve the quadratic equation scenario number 4923.,Mathematics,apply,59.85,19,3,9,143,70,73,0.493,0.548,0.721,medium,0.599
Find derivative of function scenario number 4924.,Mathematics,understand,49.82,40,3,23,148,112,36,0.758,0.291,0.983,easy,0.861
Solve the quadratic equation scenario number 4925.,Mathematics,apply,67.41,44,2,16,237,136,101,0.574,0.462,0.577,medium,0.568
Calculate efficiency of machine with scenario number 4926.,Engineering Aptitude,analyze,60.5,31,2,8,105,50,55,0.48,0.536,0.899,medium,0.686
Describe inheritance in scenario number 4927.,Computer Science,remember,43.16,19,3,13,247,179,68,0.726,0.299,0.598,easy,0.657
Explain database normalization of scenario number 4928.,Computer Science,analyze,63.58,27,3,24,137,80,57,0.588,0.421,0.799,medium,0.692
Implement binary search for scenario number 4929.,Computer Science,apply,65.62,18,3,6,128,85,43,0.668,0.363,0.516,medium,0.586
Analyze flowchart representing scenario number 4930.,Engineering Aptitude,create,85.03,20,3,9,214,60,154,0.285,0.73,0.738,hard,0.508
Evaluate matrix determinant for scenario number 4931.,Mathematics,remember,51.32,43,2,11,289,215,74,0.747,0.254,0.728,easy,0.737
Evaluate logical reasoning pattern in scenario number 4932.,Engineering Aptitude,apply,59.89,45,2,14,190,102,88,0.538,0.5,0.889,medium,0.706
Compute definite integral of scenario number 4933.,Mathematics,create,79.61,47,3,16,131,41,90,0.315,0.731,0.581,hard,0.439
Analyze flowchart representing scenario number 4934.,Engineering Aptitude,evaluate,79.42,16,1,18,128,50,78,0.393,0.655,0.711,hard,0.542
Evaluate matrix determinant for scenario number 4935.,Mathematics,create,71.01,43,1,16,174,32,142,0.185,0.85,0.645,hard,0.408
Describe inheritance in scenario number 4936.,Computer Science,remember,40.56,20,1,19,216,159,57,0.74,0.271,0.787,easy,0.761
Calculate efficiency of machine with scenario number 4937.,Engineering Aptitude,analyze,69.51,42,1,17,180,88,92,0.489,0.546,0.695,medium,0.585
